Referencia;Modelo;PVP
A2350522WT;DROP MAXI 5 DIM PUSH 4000K WT;301,56
A2350531WT;DROP MAXI 5 DIM 1/10V 3000K WT;301,56
A2350532WT;DROP MAXI 5 DIM 1/10V 4000K WT;301,56
A2350541WT;DROP MAXI 5 DIM DALI 3000K WT;301,56
A2350542WT;DROP MAXI 5 DIM DALI 4000K WT;301,56
A2351211WT;DROP MAXI 2 IP54 3000K WT;199,34
A2351212WT;DROP MAXI 2 IP54 4000K WT;199,34
A2351221WT;DROP MAXI 2 IP54 DIM PUSH 3000K WT;253
A2351222WT;DROP MAXI 2 IP54 DIM PUSH 4000K WT;253
A2351231WT;DROP MAXI 2 IP54 DIM 1/10V 3000K WT;253
A2351232WT;DROP MAXI 2 IP54 DIM 1/10V 4000K WT;253
A2351241WT;DROP MAXI 2 IP54 DIM DALI 3000K WT;253
A2351242WT;DROP MAXI 2 IP54 DIM DALI 4000K WT;253
A2351311WT;DROP MAXI 3 IP54 3000K WT;207
A2351312WT;DROP MAXI 3 IP54 4000K WT;207
A2351321WT;DROP MAXI 3 IP54 DIM PUSH 3000K WT;260,67
A2351322WT;DROP MAXI 3 IP54 DIM PUSH 4000K WT;260,67
A2351331WT;DROP MAXI 3 IP54 DIM 1/10V 3000K WT;260,67
A2351332WT;DROP MAXI 3 IP54 DIM 1/10V 4000K WT;260,67
A2351341WT;DROP MAXI 3 IP54 DIM DALI 3000K WT;260,67
A2351342WT;DROP MAXI 3 IP54 DIM DALI 4000K WT;260,67
A2351411WT;DROP MAXI 4 IP54 3000K WT;219,78
A2351412WT;DROP MAXI 4 IP54 4000K WT;219,78
A2351421WT;DROP MAXI 4 IP54 DIM PUSH 3000K WT;270,89
A2351422WT;DROP MAXI 4 IP54 DIM PUSH 4000K WT;270,89
A2351431WT;DROP MAXI 4 IP54 DIM 1/10V 3000K WT;270,89
A2351432WT;DROP MAXI 4 IP54 DIM 1/10V 4000K WT;270,89
A2351441WT;DROP MAXI 4 IP54 DIM DALI 3000K WT;270,89
A2351442WT;DROP MAXI 4 IP54 DIM DALI 4000K WT;270,89
A2351511WT;DROP MAXI 5 IP54 3000K WT;253
A2351512WT;DROP MAXI 5 IP54 4000K WT;253
A2351521WT;DROP MAXI 5 IP54 DIM PUSH 3000K WT;309,23
A2351522WT;DROP MAXI 5 IP54 DIM PUSH 4000K WT;309,23
A2351531WT;DROP MAXI 5 IP54 DIM 1/10V 3000K WT;309,23
A2351532WT;DROP MAXI 5 IP54 DIM 1/10V 4000K WT;309,23
A2351541WT;DROP MAXI 5 IP54 DIM DALI 3000K WT;309,23
A2351542WT;DROP MAXI 5 IP54 DIM DALI 4000K WT;309,23
A1970111WT;STRAM 1 3000K WT;84,34
A1970112WT;STRAM 1 4000K WT;84,34
A1970121WT;STRAM 1 DIM PUSH 3000K WT;130,34
A1970122WT;STRAM 1 DIM PUSH 4000K WT;130,34
A1970131WT;STRAM 1 DIM 1/10V 3000K WT;130,34
A1970132WT;STRAM 1 DIM 1/10V 4000K WT;130,34
A1970141WT;STRAM 1 DIM DALI 3000K WT;130,34
A1970142WT;STRAM 1 DIM DALI 4000K WT;130,34
A1970211WT;STRAM 2 3000K WT;86,89
A1970212WT;STRAM 2 4000K WT;86,89
A1970221WT;STRAM 2 DIM PUSH 3000K WT;132,89
A1970222WT;STRAM 2 DIM PUSH 4000K WT;132,89
A1970231WT;STRAM 2 DIM 1/10V 3000K WT;132,89
A1970232WT;STRAM 2 DIM 1/10V 4000K WT;132,89
A1970241WT;STRAM 2 DIM DALI 3000K WT;132,89
A1970242WT;STRAM 2 DIM DALI 4000K WT;132,89
A1970311WT;STRAM 3 3000K WT;92
A1970312WT;STRAM 3 4000K WT;92
A1970321WT;STRAM 3 DIM PUSH 3000K WT;138
A1970322WT;STRAM 3 DIM PUSH 4000K WT;138
A1970331WT;STRAM 3 DIM 1/10V 3000K WT;138
A1970332WT;STRAM 3 DIM 1/10V 4000K WT;138
A1970341WT;STRAM 3 DIM DALI 3000K WT;138
A1970342WT;STRAM 3 DIM DALI 4000K WT;138
A1970411WT;STRAM 4 3000K WT;125,23
A1970412WT;STRAM 4 4000K WT;125,23
A1970421WT;STRAM 4 DIM PUSH 3000K WT;171,23
A1970422WT;STRAM 4 DIM PUSH 4000K WT;171,23
A1970431WT;STRAM 4 DIM 1/10V 3000K WT;171,23
A1970432WT;STRAM 4 DIM 1/10V 4000K WT;171,23
A1970441WT;STRAM 4 DIM DALI 3000K WT;171,23
A1970442WT;STRAM 4 DIM DALI 4000K WT;171,23
A1971111WT;STRAM 1 IP54 3000K WT;89,45
A1971112WT;STRAM 1 IP54 4000K WT;89,45
A1971121WT;STRAM 1 IP54 DIM PUSH 3000K WT;135,45
A1971122WT;STRAM 1 IP54 DIM PUSH 4000K WT;135,45
A1971131WT;STRAM 1 IP54 DIM 1/10V 3000K WT;135,45
A1971132WT;STRAM 1 IP54 DIM 1/10V 4000K WT;135,45
A1971141WT;STRAM 1 IP54 DIM DALI 3000K WT;135,45
A1971142WT;STRAM 1 IP54 DIM DALI 4000K WT;135,45
A1971211WT;STRAM 2 IP54 3000K WT;92
A1971212WT;STRAM 2 IP54 4000K WT;92
A1971221WT;STRAM 2 IP54 DIM PUSH 3000K WT;138
A1971222WT;STRAM 2 IP54 DIM PUSH 4000K WT;138
A1971231WT;STRAM 2 IP54 DIM 1/10V 3000K WT;138
A1971232WT;STRAM 2 IP54 DIM 1/10V 4000K WT;138
A1971241WT;STRAM 2 IP54 DIM DALI 3000K WT;138
A1971242WT;STRAM 2 IP54 DIM DALI 4000K WT;138
A1971311WT;STRAM 3 IP54 3000K WT;97,12
A1971312WT;STRAM 3 IP54 4000K WT;97,12
A1971321WT;STRAM 3 IP54 DIM PUSH 3000K WT;143,12
A1971322WT;STRAM 3 IP54 DIM PUSH 4000K WT;143,12
A1971331WT;STRAM 3 IP54 DIM 1/10V 3000K WT;143,12
A1971332WT;STRAM 3 IP54 DIM 1/10V 4000K WT;143,12
A1971341WT;STRAM 3 IP54 DIM DALI 3000K WT;143,12
A1971342WT;STRAM 3 IP54 DIM DALI 4000K WT;143,12
A1971411WT;STRAM 4 IP54 3000K WT;130,34
A1971412WT;STRAM 4 IP54 4000K WT;130,34
A1971421WT;STRAM 4 IP54 DIM PUSH 3000K WT;176,34
A1971422WT;STRAM 4 IP54 DIM PUSH 4000K WT;176,34
A1971431WT;STRAM 4 IP54 DIM 1/10V 3000K WT;176,34
A1971432WT;STRAM 4 IP54 DIM 1/10V 4000K WT;176,34
A1971441WT;STRAM 4 IP54 DIM DALI 3000K WT;176,34
A1971442WT;STRAM 4 IP54 DIM DALI 4000K WT;176,34
A1970110WT;STRAM 1 2700K WT;84,34
A1970120WT;STRAM 1 DIM PUSH 2700K WT;130,34
A1970130WT;STRAM 1 DIM 1/10V 2700K WT;130,34
A1970140WT;STRAM 1 DIM DALI 2700K WT;130,34
A1970210WT;STRAM 2 2700K WT;86,89
A1970220WT;STRAM 2 DIM PUSH 2700K WT;132,89
A1970230WT;STRAM 2 DIM 1/10V 2700K WT;132,89
A1970240WT;STRAM 2 DIM DALI 2700K WT;132,89
A1970310WT;STRAM 3 2700K WT;92
A1970320WT;STRAM 3 DIM PUSH 2700K WT;138
A1970330WT;STRAM 3 DIM 1/10V 2700K WT;138
A1970340WT;STRAM 3 DIM DALI 2700K WT;138
A1971110WT;STRAM 1 IP54 2700K WT;89,45
A1971120WT;STRAM 1 IP54 DIM PUSH 2700K WT;135,45
A1971130WT;STRAM 1 IP54 DIM 1/10V 2700K WT;135,45
A1971140WT;STRAM 1 IP54 DIM DALI 2700K WT;135,45
A1971210WT;STRAM 2 IP54 2700K WT;92
A1971220WT;STRAM 2 IP54 DIM PUSH 2700K WT;138
A1971230WT;STRAM 2 IP54 DIM 1/10V 2700K WT;138
A1971240WT;STRAM 2 IP54 DIM DALI 2700K WT;138
A1971310WT;STRAM 3 IP54 2700K WT;97,12
A1971320WT;STRAM 3 IP54 DIM PUSH 2700K WT;143,12
A1971330WT;STRAM 3 IP54 DIM 1/10V 2700K WT;143,12
A1971340WT;STRAM 3 IP54 DIM DALI 2700K WT;143,12
A1980111WT;STRAM PRISMATIC 1 3000K WT;94,56
A1980112WT;STRAM PRISMATIC 1 4000K WT;94,56
A1980121WT;STRAM PRISMATIC 1 DIM PUSH 3000K WT;140,56
A1980122WT;STRAM PRISMATIC 1 DIM PUSH 4000K WT;140,56
A1980131WT;STRAM PRISMATIC 1 DIM 1/10V 3000K WT;140,56
A1980132WT;STRAM PRISMATIC 1 DIM 1/10V 4000K WT;140,56
A1980141WT;STRAM PRISMATIC 1 DIM DALI 3000K WT;140,56
A1980142WT;STRAM PRISMATIC 1 DIM DALI 4000K WT;140,56
A1980211WT;STRAM PRISMATIC 2 3000K WT;97,12
A1980212WT;STRAM PRISMATIC 2 4000K WT;97,12
A1980221WT;STRAM PRISMATIC 2 DIM PUSH 3000K WT;143,12
A1980222WT;STRAM PRISMATIC 2 DIM PUSH 4000K WT;143,12
A1980231WT;STRAM PRISMATIC 2 DIM 1/10V 3000K WT;143,12
A1980232WT;STRAM PRISMATIC 2 DIM 1/10V 4000K WT;143,12
A1980241WT;STRAM PRISMATIC 2 DIM DALI 3000K WT;143,12
A1980242WT;STRAM PRISMATIC 2 DIM DALI 4000K WT;143,12
A1980311WT;STRAM PRISMATIC 3 3000K WT;102,23
A1980312WT;STRAM PRISMATIC 3 4000K WT;102,23
A1980321WT;STRAM PRISMATIC 3 DIM PUSH 3000K WT;148,23
A1980322WT;STRAM PRISMATIC 3 DIM PUSH 4000K WT;148,23
A1980331WT;STRAM PRISMATIC 3 DIM 1/10V 3000K WT;148,23
A1980332WT;STRAM PRISMATIC 3 DIM 1/10V 4000K WT;148,23
A1980341WT;STRAM PRISMATIC 3 DIM DALI 3000K WT;148,23
A1980342WT;STRAM PRISMATIC 3 DIM DALI 4000K WT;148,23
A1980411WT;STRAM PRISMATIC 4 3000K WT;135,45
A1980412WT;STRAM PRISMATIC 4 4000K WT;135,45
A1980421WT;STRAM PRISMATIC 4 DIM PUSH 3000K WT;181,45
A1980422WT;STRAM PRISMATIC 4 DIM PUSH 4000K WT;181,45
A1980431WT;STRAM PRISMATIC 4 DIM 1/10V 3000K WT;181,45
A1980432WT;STRAM PRISMATIC 4 DIM 1/10V 4000K WT;181,45
A1980441WT;STRAM PRISMATIC 4 DIM DALI 3000K WT;181,45
A1980442WT;STRAM PRISMATIC 4 DIM DALI 4000K WT;181,45
A1980110WT;STRAM PRISMATIC 1 2700K WT;94,56
A1980120WT;STRAM PRISMATIC 1 DIM PUSH 2700K WT;140,56
A1980130WT;STRAM PRISMATIC 1 DIM 1/10V 2700K WT;140,56
A1980140WT;STRAM PRISMATIC 1 DIM DALI 2700K WT;140,56
A1980210WT;STRAM PRISMATIC 2 2700K WT;97,12
A1980220WT;STRAM PRISMATIC 2 DIM PUSH 2700K WT;143,12
A1980230WT;STRAM PRISMATIC 2 DIM 1/10V 2700K WT;143,12
A1980240WT;STRAM PRISMATIC 2 DIM DALI 2700K WT;143,12
A1980310WT;STRAM PRISMATIC 3 2700K WT;102,23
A1980320WT;STRAM PRISMATIC 3 DIM PUSH 2700K WT;148,23
A1980330WT;STRAM PRISMATIC 3 DIM 1/10V 2700K WT;148,23
A1980340WT;STRAM PRISMATIC 3 DIM DALI 2700K WT;148,23
A2360211WT;STRAM MINI 2 3000K WT;58,78
A2360212WT;STRAM MINI 2 4000K WT;58,78
A2360221WT;STRAM MINI 2 DIM PUSH 3000K WT;104,78
A2360222WT;STRAM MINI 2 DIM PUSH 4000K WT;104,78
A2360231WT;STRAM MINI 2 DIM 1/10V 3000K WT;104,78
A2360232WT;STRAM MINI 2 DIM 1/10V  4000K WT;104,78
A2360241WT;STRAM MINI 2 DIM DALI  3000K WT;104,78
A2360242WT;STRAM MINI 2 DIM DALI  4000K WT;104,78
A2360311WT;STRAM MINI 3 3000K WT;61,34
A2360312WT;STRAM MINI 3 4000K WT;61,34
A2360321WT;STRAM MINI 3 DIM PUSH 3000K WT;107,34
A2360322WT;STRAM MINI 3 DIM PUSH 4000K WT;107,34
A2360331WT;STRAM MINI 3 DIM 1/10V 3000K WT;107,34
A2360332WT;STRAM MINI 3 DIM 1/10V 4000K WT;107,34
A2360341WT;STRAM MINI 3 DIM DALI  3000K WT;107,34
A2360342WT;STRAM MINI 3 DIM DALI  4000K WT;107,34
A2361211WT;STRAM MINI 2 IP54 3000K WT;62,62
A2361212WT;STRAM MINI 2 IP54 4000K WT;62,62
A2361221WT;STRAM MINI 2 IP54 DIM PUSH 3000K WT;108,62
A2361222WT;STRAM MINI 2 IP54 DIM PUSH 4000K WT;108,62
A2361231WT;STRAM MINI 2 IP54 DIM 1/10V 3000K WT;108,62
A2361232WT;STRAM MINI 2 IP54 DIM 1/10V 4000K WT;108,62
A2361241WT;STRAM MINI 2 IP54 DIM DALI 3000K WT;108,62
A2361242WT;STRAM MINI 2 IP54 DIM DALI 4000K WT;108,62
A2361311WT;STRAM MINI 3 IP54 3000K WT;65,17
A2361312WT;STRAM MINI 3 IP54 4000K WT;65,17
A2361321WT;STRAM MINI 3 IP54 DIM PUSH 3000K WT;111,17
A2361322WT;STRAM MINI 3 IP54 DIM PUSH 4000K WT;111,17
A2361331WT;STRAM MINI 3 IP54 DIM 1/10V 3000K WT;111,17
A2361332WT;STRAM MINI 3 IP54 DIM 1/10V 4000K WT;111,17
A2361341WT;STRAM MINI 3 IP54 DIM DALI 3000K WT;111,17
A2361342WT;STRAM MINI 3 IP54 DIM DALI 4000K WT;111,17
A2360210WT;STRAM MINI 2 2700K WT;58,78
A2360220WT;STRAM MINI 2 DIM PUSH 2700K WT;104,78
A2360230WT;STRAM MINI 2 DIM 1/10V 2700K WT;104,78
A2360240WT;STRAM MINI 2 DIM DALI 2700K WT;104,78
A2360310WT;STRAM MINI 3 2700K WT;61,34
A2360320WT;STRAM MINI 3 DIM PUSH 2700K WT;107,34
A2360330WT;STRAM MINI 3 DIM 1/10V 2700K WT;107,34
A2360340WT;STRAM MINI 3 DIM DALI 2700K WT;107,34
A2361210WT;STRAM MINI 2 IP54 2700K WT;62,62
A2361220WT;STRAM MINI 2 IP54 DIM PUSH 2700K WT;108,62
A2361230WT;STRAM MINI 2 IP54 DIM 1/10V 2700K WT;108,62
A2361240WT;STRAM MINI 2 IP54 DIM DALI 2700K WT;108,62
A2361310WT;STRAM MINI 3 IP54 2700K WT;65,17
A2361320WT;STRAM MINI 3 IP54 DIM PUSH 2700K WT;111,17
A2361330WT;STRAM MINI 3 IP54 DIM 1/10V 2700K WT;111,17
A2361340WT;STRAM MINI 3 IP54 DIM DALI 2700K WT;111,17
A2370211WT;STRAM MINI PRISMATIC 2 3000K WT;66,45
A2370212WT;STRAM MINI PRISMATIC 2 4000K WT;66,45
A2370221WT;STRAM MINI PRISMATIC 2 DIM PUSH 3000K WT;112,45
A2370222WT;STRAM MINI PRISMATIC 2 DIM PUSH 4000K WT;112,45
A2370231WT;STRAM MINI PRISMATIC 2 DIM 1/10V 3000K WT;112,45
A2370232WT;STRAM MINI PRISMATIC 2 DIM 1/10V 4000K WT;112,45
A2370241WT;STRAM MINI PRISMATIC 2 DIM DALI 3000K WT;112,45
A2370242WT;STRAM MINI PRISMATIC 2 DIM DALI 4000K WT;112,45
A2370311WT;STRAM MINI PRISMATIC 3 3000K WT;69
A2370312WT;STRAM MINI PRISMATIC 3 4000K WT;69
A2370321WT;STRAM MINI PRISMATIC 3 DIM PUSH 3000K WT;115
A2370322WT;STRAM MINI PRISMATIC 3 DIM PUSH 4000K WT;115
A2370331WT;STRAM MINI PRISMATIC 3 DIM 1/10V 3000K WT;115
A2370332WT;STRAM MINI PRISMATIC 3 DIM 1/10V 4000K WT;115
A2370341WT;STRAM MINI PRISMATIC 3 DIM DALI 3000K WT;115
A2370342WT;STRAM MINI PRISMATIC 3 DIM DALI 4000K WT;115
A2370210WT;STRAM MINI PRISMATIC 2 2700K WT;66,45
A2370220WT;STRAM MINI PRISMATIC 2 DIM PUSH 2700K WT;112,45
A2370230WT;STRAM MINI PRISMATIC 2 DIM 1/10V 2700K WT;112,45
A2370240WT;STRAM MINI PRISMATIC 2 DIM DALI 2700K WT;112,45
A2370310WT;STRAM MINI PRISMATIC 3 2700K WT;69
A2370320WT;STRAM MINI PRISMATIC 3 DIM PUSH 2700K WT;115
A2370330WT;STRAM MINI PRISMATIC 3 DIM 1/10V 2700K WT;115
A2370340WT;STRAM MINI PRISMATIC 3 DIM DALI 2700K WT;115
A2170111W;FOX LED 1 3000K W;58,78
A2170111Z;FOX LED 1 3000K Z;59,8
A2170112W;FOX LED 1 4000K W;58,78
A2170112Z;FOX LED 1 4000K Z;59,8
A2170121W;FOX LED 1 DIM PUSH 3000K W;107,34
A2170121Z;FOX LED 1 DIM PUSH 3000K Z;108,36
A2170122W;FOX LED 1 DIM PUSH 4000K W;107,34
A2170122Z;FOX LED 1 DIM PUSH 4000K Z;108,36
A2170131W;FOX LED 1 DIM 1/10V 3000K W;107,34
A2170131Z;FOX LED 1 DIM 1/10V 3000K Z;108,36
A2170132W;FOX LED 1 DIM 1/10V 4000K W;107,34
A2170132Z;FOX LED 1 DIM 1/10V 4000K Z;108,36
A2170141W;FOX LED 1 DIM DALI 3000K W;107,34
A2170141Z;FOX LED 1 DIM DALI 3000K Z;108,36
A2170142W;FOX LED 1 DIM DALI 4000K W;107,34
A2170142Z;FOX LED 1 DIM DALI 4000K Z;108,36
A2170211W;FOX LED 2 3000K W;61,34
A2170211Z;FOX LED 2 3000K Z;62,36
A2170212W;FOX LED 2 4000K W;61,34
A2170212Z;FOX LED 2 4000K Z;62,36
A2170221W;FOX LED 2 DIM PUSH 3000K W;109,89
A2170221Z;FOX LED 2 DIM PUSH 3000K Z;110,92
A2170222W;FOX LED 2 DIM PUSH 4000K W;109,89
A2170222Z;FOX LED 2 DIM PUSH 4000K Z;110,92
A2170231W;FOX LED 2 DIM 1/10V 3000K W;109,89
A2170231Z;FOX LED 2 DIM 1/10V 3000K Z;110,92
A2170232W;FOX LED 2 DIM 1/10V 4000K W;109,89
A2170232Z;FOX LED 2 DIM 1/10V 4000K Z;110,92
A2170241W;FOX LED 2 DIM DALI 3000K W;109,89
A2170241Z;FOX LED 2 DIM DALI 3000K Z;110,92
A2170242W;FOX LED 2 DIM DALI 4000K W;109,89
A2170242Z;FOX LED 2 DIM DALI 4000K Z;110,92
A2170110W;FOX LED 1 2700K W;58,78
A2170110Z;FOX LED 1 2700K Z;59,8
A2170120W;FOX LED 1 DIM PUSH 2700K W;107,34
A2170120Z;FOX LED 1 DIM PUSH 2700K Z;108,36
A2170130W;FOX LED 1 DIM 1/10V 2700K W;107,34
A2170130Z;FOX LED 1 DIM 1/10V 2700K Z;108,36
A2170140W;FOX LED 1 DIM DALI 2700K W;107,34
A2170140Z;FOX LED 1 DIM DALI 2700K Z;108,36
A2170210W;FOX LED 2 2700K W;61,34
A2170210Z;FOX LED 2 2700K Z;62,36
A2170220W;FOX LED 2 DIM PUSH 2700K W;109,89
A2170220Z;FOX LED 2 DIM PUSH 2700K Z;110,92
A2170230W;FOX LED 2 DIM 1/10V 2700K W;109,89
A2170230Z;FOX LED 2 DIM 1/10V 2700K Z;110,92
A2170240W;FOX LED 2 DIM DALI 2700K W;109,89
A2170240Z;FOX LED 2 DIM DALI 2700K Z;110,92
A2180211W;FOX LED MINI 2 3000K W;46
A2180211Z;FOX LED MINI 2 3000K Z;46,52
A2180212W;FOX LED MINI 2 4000K W;46
A2180212Z;FOX LED MINI 2 4000K Z;46,52
A2180221W;FOX LED MINI 2 DIM PUSH 3000K W;92
A2180221Z;FOX LED MINI 2 DIM PUSH 3000K Z;92,52
A2180222W;FOX LED MINI 2 DIM PUSH 4000K W;92
A2180222Z;FOX LED MINI 2 DIM PUSH 4000K Z;92,52
A2180231W;FOX LED MINI 2 DIM 1/10V 3000K W;92
A2180231Z;FOX LED MINI 2 DIM 1/10V 3000K Z;92,52
A2180232W;FOX LED MINI 2 DIM 1/10V 4000K W;92
A2180232Z;FOX LED MINI 2 DIM 1/10V 4000K Z;92,52
A2180241W;FOX LED MINI 2 DIM DALI 3000K W;92
A2180241Z;FOX LED MINI 2 DIM DALI 3000K Z;92,52
A2180242W;FOX LED MINI 2 DIM DALI 4000K W;92
A2180242Z;FOX LED MINI 2 DIM DALI 4000K Z;92,52
A2180311W;FOX LED MINI 3 3000K W;48,56
A2180311Z;FOX LED MINI 3 3000K Z;49,07
A2180312W;FOX LED MINI 3 4000K W;48,56
A2180312Z;FOX LED MINI 3 4000K Z;49,07
A2180321W;FOX LED MINI 3 DIM PUSH 3000K W;94,56
A2180321Z;FOX LED MINI 3 DIM PUSH 3000K Z;95,07
A2180322W;FOX LED MINI 3 DIM PUSH 4000K W;94,56
A2180322Z;FOX LED MINI 3 DIM PUSH 4000K Z;95,07
A2180331W;FOX LED MINI 3 DIM 1/10V 3000K W;94,56
A2180331Z;FOX LED MINI 3 DIM 1/10V 3000K Z;95,07
A2180332W;FOX LED MINI 3 DIM 1/10V 4000K W;94,56
A2180332Z;FOX LED MINI 3 DIM 1/10V 4000K Z;95,07
A2180341W;FOX LED MINI 3 DIM DALI 3000K W;94,56
A2180341Z;FOX LED MINI 3 DIM DALI 3000K Z;95,07
A2180342W;FOX LED MINI 3 DIM DALI 4000K W;94,56
A2180342Z;FOX LED MINI 3 DIM DALI 4000K Z;95,07
A2180210W;FOX LED MINI 2 2700K W;46
A2180210Z;FOX LED MINI 2 2700K Z;46,52
A2180220W;FOX LED MINI 2 DIM PUSH 2700K W;92
A2180220Z;FOX LED MINI 2 DIM PUSH 2700K Z;92,52
A2180230W;FOX LED MINI 2 DIM 1/10V 2700K W;92
A2180230Z;FOX LED MINI 2 DIM 1/10V 2700K Z;92,52
A2180240W;FOX LED MINI 2 DIM DALI 2700K W;92
A2180240Z;FOX LED MINI 2 DIM DALI 2700K Z;92,52
A2180310W;FOX LED MINI 3 2700K W;48,56
A2180310Z;FOX LED MINI 3 2700K Z;49,07
A2180320W;FOX LED MINI 3 DIM PUSH 2700K W;94,56
A2180320Z;FOX LED MINI 3 DIM PUSH 2700K Z;95,07
A2180330W;FOX LED MINI 3 DIM 1/10V 2700K W;94,56
A2180330Z;FOX LED MINI 3 DIM 1/10V 2700K Z;95,07
A2180340W;FOX LED MINI 3 DIM DALI 2700K W;94,56
A2180340Z;FOX LED MINI 3 DIM DALI 2700K Z;95,07
A1870111W;MIX 1 3000K W;66,45
A1870111Z;MIX 1 3000K Z;67,73
A1870112W;MIX 1 4000K W;66,45
A1870112Z;MIX 1 4000K Z;67,73
A1870121W;MIX 1 DIM PUSH 3000K W;112,45
A1870121Z;MIX 1 DIM PUSH 3000K Z;113,73
A1870122W;MIX 1 DIM PUSH 4000K W;112,45
A1870122Z;MIX 1 DIM PUSH 4000K Z;113,73
A1870131W;MIX 1 DIM 1/10V 3000K W;112,45
A1870131Z;MIX 1 DIM 1/10V 3000K Z;113,73
A1870132W;MIX 1 DIM 1/10V 4000K W;112,45
A1870132Z;MIX 1 DIM 1/10V 4000K Z;113,73
A1870141W;MIX 1 DIM DALI 3000K W;112,45
A1870141Z;MIX 1 DIM DALI 3000K Z;113,73
A1870142W;MIX 1 DIM DALI 4000K W;112,45
A1870142Z;MIX 1 DIM DALI 4000K Z;113,73
A1870211W;MIX 2 3000K W;69
A1870211Z;MIX 2 3000K Z;70,28
A1870212W;MIX 2 4000K W;69
A1870212Z;MIX 2 4000K Z;70,28
A1870221W;MIX 2 DIM PUSH 3000K W;115
A1870221Z;MIX 2 DIM PUSH 3000K Z;116,28
A1870222W;MIX 2 DIM PUSH 4000K W;115
A1870222Z;MIX 2 DIM PUSH 4000K Z;116,28
A1870231W;MIX 2 DIM 1/10V 3000K W;115
A1870231Z;MIX 2 DIM 1/10V 3000K Z;116,28
A1870232W;MIX 2 DIM 1/10V 4000K W;115
A1870232Z;MIX 2 DIM 1/10V 4000K Z;116,28
A1870241W;MIX 2 DIM DALI 3000K W;115
A1870241Z;MIX 2 DIM DALI 3000K Z;116,28
A1870242W;MIX 2 DIM DALI 4000K W;115
A1870242Z;MIX 2 DIM DALI 4000K Z;116,28
A1870311W;MIX 3 3000K W;74,12
A1870311Z;MIX 3 3000K Z;75,39
A1870312W;MIX 3 4000K W;74,12
A1870312Z;MIX 3 4000K Z;75,39
A1870321W;MIX 3 DIM PUSH 3000K W;120,12
A1870321Z;MIX 3 DIM PUSH 3000K Z;121,39
A1870322W;MIX 3 DIM PUSH 4000K W;120,12
A1870322Z;MIX 3 DIM PUSH 4000K Z;121,39
A1870331W;MIX 3 DIM 1/10V 3000K W;120,12
A1870331Z;MIX 3 DIM 1/10V 3000K Z;121,39
A1870332W;MIX 3 DIM 1/10V 4000K W;120,12
A1870332Z;MIX 3 DIM 1/10V 4000K Z;121,39
A1870341W;MIX 3 DIM DALI 3000K W;120,12
A1870341Z;MIX 3 DIM DALI 3000K Z;121,39
A1870342W;MIX 3 DIM DALI 4000K W;120,12
A1870342Z;MIX 3 DIM DALI 4000K Z;121,39
A1870411W;MIX 4 3000K W;107,34
A1870411Z;MIX 4 3000K Z;108,62
A1870412W;MIX 4 4000K W;107,34
A1870412Z;MIX 4 4000K Z;108,62
A1870421W;MIX 4 DIM PUSH 3000K W;153,34
A1870421Z;MIX 4 DIM PUSH 3000K Z;154,62
A1870422W;MIX 4 DIM PUSH 4000K W;153,34
A1870422Z;MIX 4 DIM PUSH 4000K Z;154,62
A1870431W;MIX 4 DIM 1/10V 3000K W;153,34
A1870431Z;MIX 4 DIM 1/10V 3000K Z;154,62
A1870432W;MIX 4 DIM 1/10V 4000K W;153,34
A1870432Z;MIX 4 DIM 1/10V 4000K Z;154,62
A1870441W;MIX 4 DIM DALI 3000K W;153,34
A1870441Z;MIX 4 DIM DALI 3000K Z;154,62
A1870442W;MIX 4 DIM DALI 4000K W;153,34
A1870442Z;MIX 4 DIM DALI 4000K Z;154,62
A1871111W;MIX 1 IP54 3000K W;71,56
A1871111Z;MIX 1 IP54 3000K Z;72,84
A1871112W;MIX 1 IP54 4000K W;71,56
A1871112Z;MIX 1 IP54 4000K Z;72,84
A1871121W;MIX 1 IP54 DIM PUSH 3000K W;117,56
A1871121Z;MIX 1 IP54 DIM PUSH 3000K Z;118,84
A1871122W;MIX 1 IP54 DIM PUSH 4000K W;117,56
A1871122Z;MIX 1 IP54 DIM PUSH 4000K Z;118,84
A1871131W;MIX 1 IP54 DIM 1/10V 3000K W;117,56
A1871131Z;MIX 1 IP54 DIM 1/10V 3000K Z;118,84
A1871132W;MIX 1 IP54 DIM 1/10V 4000K W;117,56
A1871132Z;MIX 1 IP54 DIM 1/10V 4000K Z;118,84
A1871141W;MIX 1 IP54 DIM DALI 3000K W;117,56
A1871141Z;MIX 1 IP54 DIM DALI 3000K Z;118,84
A1871142W;MIX 1 IP54 DIM DALI 4000K W;117,56
A1871142Z;MIX 1 IP54 DIM DALI 4000K Z;118,84
A1871211W;MIX 2 IP54 3000K W;74,12
A1871211Z;MIX 2 IP54 3000K Z;75,39
A1871212W;MIX 2 IP54 4000K W;74,12
A1871212Z;MIX 2 IP54 4000K Z;75,39
A1871221W;MIX 2 IP54 DIM PUSH 3000K W;120,12
A1871221Z;MIX 2 IP54 DIM PUSH 3000K Z;121,39
A1871222W;MIX 2 IP54 DIM PUSH 4000K W;120,12
A1871222Z;MIX 2 IP54 DIM PUSH 4000K Z;121,39
A1871231W;MIX 2 IP54 DIM 1/10V 3000K W;120,12
A1871231Z;MIX 2 IP54 DIM 1/10V 3000K Z;121,39
A1871232W;MIX 2 IP54 DIM 1/10V 4000K W;120,12
